Isolate_Id	PB2 Segment_Id	PB1 Segment_Id	PA Segment_Id	HA Segment_Id	Location	Collection_Date	Host_Age	Host_Age_Unit
EPI_ISL_268319	EPI1016666 | 3000483157_N8K8HK2O_v1_1	EPI1016667 | 3000483157_N8K8HK2O_v1_2	EPI1016665 | 3000483157_N8K8HK2O_v1_3	EPI1016669 | 3000483157_N8K8HK2O_v1_4	"Africa / Tanzania, United Republic of"	2017-03-20	1	Y
EPI_ISL_268318	EPI1016658 | 3000483156_N8K8HK2J_v1_1	EPI1016659 | 3000483156_N8K8HK2J_v1_2	EPI1016657 | 3000483156_N8K8HK2J_v1_3	EPI1016661 | 3000483156_N8K8HK2J_v1_4	"Africa / Tanzania, United Republic of"	2017-03-20	1	Y
EPI_ISL_268314	EPI1016626 | 3000483150_N8K8HK1P_v1_1	EPI1016627 | 3000483150_N8K8HK1P_v1_2	EPI1016625 | 3000483150_N8K8HK1P_v1_3	EPI1016629 | 3000483150_N8K8HK1P_v1_4	"Africa / Tanzania, United Republic of"	2017-03-23	17	Y
EPI_ISL_268313	EPI1016618 | 3000483149_N8K8HK1K_v1_1	EPI1016619 | 3000483149_N8K8HK1K_v1_2	EPI1016617 | 3000483149_N8K8HK1K_v1_3	EPI1016621 | 3000483149_N8K8HK1K_v1_4	"Africa / Tanzania, United Republic of"	2017-03-22	11	Y
EPI_ISL_268308	EPI1016578 | 3000483139_N8K8HK06_v1_1	EPI1016579 | 3000483139_N8K8HK06_v1_2	EPI1016577 | 3000483139_N8K8HK06_v1_3	EPI1016581 | 3000483139_N8K8HK06_v1_4	"Africa / Tanzania, United Republic of"	2017-04-04	50	Y
EPI_ISL_268307	EPI1016570 | 3000483136_N8K8HJZR_v1_1	EPI1016571 | 3000483136_N8K8HJZR_v1_2	EPI1016569 | 3000483136_N8K8HJZR_v1_3	EPI1016573 | 3000483136_N8K8HJZR_v1_4	"Africa / Tanzania, United Republic of"	2017-04-08	20	Y
EPI_ISL_268306	EPI1016562 | 3000483134_N8K8HJZH_v1_1	EPI1016563 | 3000483134_N8K8HJZH_v1_2	EPI1016561 | 3000483134_N8K8HJZH_v1_3	EPI1016565 | 3000483134_N8K8HJZH_v1_4	"Africa / Tanzania, United Republic of"	2017-04-07	2	Y
EPI_ISL_268296	EPI1016482 | 3000482982_000J389G_v1_1	EPI1016483 | 3000482982_000J389G_v1_2	EPI1016481 | 3000482982_000J389G_v1_3	EPI1016485 | 3000482982_000J389G_v1_4	South America / Chile	2017-04-25	4	Y
EPI_ISL_268292	EPI1016450 | 3000482979_N8K8HJDY_v1_1	EPI1016451 | 3000482979_N8K8HJDY_v1_2	EPI1016449 | 3000482979_N8K8HJDY_v1_3	EPI1016453 | 3000482979_N8K8HJDY_v1_4	South America / Chile	2017-04-17	3	Y
EPI_ISL_268291	EPI1016442 | 3000482978_N8K8HJDT_v1_1	EPI1016443 | 3000482978_N8K8HJDT_v1_2	EPI1016441 | 3000482978_N8K8HJDT_v1_3	EPI1016445 | 3000482978_N8K8HJDT_v1_4	South America / Chile	2017-04-03	49	Y
EPI_ISL_268287	EPI1016410 | 3000482974_000J385O_v1_1	EPI1016411 | 3000482974_000J385O_v1_2	EPI1016409 | 3000482974_000J385O_v1_3	EPI1016413 | 3000482974_000J385O_v1_4	South America / Chile	2017-03-29	61	Y
EPI_ISL_268277	EPI1016332 | 3025630302_ZZYPOU81_v1_1	EPI1016333 | 3025630302_ZZYPOU81_v1_2	EPI1016331 | 3025630302_ZZYPOU81_v1_3	EPI1016335 | 3025630302_ZZYPOU81_v1_4	North America / United States / California	2017-05-31		Y
EPI_ISL_268273	EPI1016301 | 3025630246_ZZYPOU4M_v1_1	EPI1016302 | 3025630246_ZZYPOU4M_v1_2	EPI1016300 | 3025630246_ZZYPOU4M_v1_3	EPI1016304 | 3025630246_ZZYPOU4M_v1_4	North America / United States / Minnesota	2017-05-15	27	Y
EPI_ISL_268272	EPI1016293 | 3025630245_ZZYPOU4N_v1_1	EPI1016294 | 3025630245_ZZYPOU4N_v1_2	EPI1016292 | 3025630245_ZZYPOU4N_v1_3	EPI1016296 | 3025630245_ZZYPOU4N_v1_4	North America / United States / Minnesota	2017-05-12	96	Y
EPI_ISL_268270	EPI1016277 | 3025630242_ZZYPOU4F_v1_1	EPI1016278 | 3025630242_ZZYPOU4F_v1_2	EPI1016276 | 3025630242_ZZYPOU4F_v1_3	EPI1016280 | 3025630242_ZZYPOU4F_v1_4	North America / United States / Louisiana	2017-05-31	51	Y
EPI_ISL_268269	EPI1016269 | 3025630239_ZZYPOTY2_v1_1	EPI1016270 | 3025630239_ZZYPOTY2_v1_2	EPI1016268 | 3025630239_ZZYPOTY2_v1_3	EPI1016272 | 3025630239_ZZYPOTY2_v1_4	North America / United States / Wisconsin	2017-05-15	64	Y
EPI_ISL_268267	EPI1016253 | 3025630237_ZZYPOTY4_v1_1	EPI1016254 | 3025630237_ZZYPOTY4_v1_2	EPI1016252 | 3025630237_ZZYPOTY4_v1_3	EPI1016256 | 3025630237_ZZYPOTY4_v1_4	North America / United States / North Dakota	2017-05-14	62	Y
EPI_ISL_268266	EPI1016245 | 3025630235_ZZYPOTY6_v1_1	EPI1016246 | 3025630235_ZZYPOTY6_v1_2	EPI1016244 | 3025630235_ZZYPOTY6_v1_3	EPI1016248 | 3025630235_ZZYPOTY6_v1_4	North America / United States / North Dakota	2017-05-14	37	Y
EPI_ISL_268263	EPI1016221 | 3025630218_ZZYPOTX1_v1_1	EPI1016222 | 3025630218_ZZYPOTX1_v1_2	EPI1016220 | 3025630218_ZZYPOTX1_v1_3	EPI1016224 | 3025630218_ZZYPOTX1_v1_4	North America / United States / New York	2017-04-20	57	Y
EPI_ISL_268260	EPI1016197 | 3025630208_ZZYPOTNH_v1_1	EPI1016198 | 3025630208_ZZYPOTNH_v1_2	EPI1016196 | 3025630208_ZZYPOTNH_v1_3	EPI1016200 | 3025630208_ZZYPOTNH_v1_4	North America / United States / Florida	2017-05-10	56	Y
EPI_ISL_268258	EPI1016181 | 3025630192_ZZYPOTMZ_v1_1	EPI1016182 | 3025630192_ZZYPOTMZ_v1_2	EPI1016180 | 3025630192_ZZYPOTMZ_v1_3	EPI1016184 | 3025630192_ZZYPOTMZ_v1_4	North America / United States / South Dakota	2017-03-21	85	Y
EPI_ISL_268255	EPI1016157 | 3025630185_ZZYPOTN6_v1_1	EPI1016158 | 3025630185_ZZYPOTN6_v1_2	EPI1016156 | 3025630185_ZZYPOTN6_v1_3	EPI1016160 | 3025630185_ZZYPOTN6_v1_4	North America / United States / South Dakota	2017-03-13	68	Y
EPI_ISL_268254	EPI1016149 | 3025630177_309957_v1_1	EPI1016150 | 3025630177_309957_v1_2	EPI1016148 | 3025630177_309957_v1_3	EPI1016152 | 3025630177_309957_v1_4	North America / United States / Hawaii	2017-05-08	42	Y
EPI_ISL_268251	EPI1016125 | 3025630126_ZZYPOTKY_v1_1	EPI1016126 | 3025630126_ZZYPOTKY_v1_2	EPI1016124 | 3025630126_ZZYPOTKY_v1_3	EPI1016128 | 3025630126_ZZYPOTKY_v1_4	North America / United States / Louisiana	2017-04-26	33	Y
EPI_ISL_268250	EPI1016117 | 3025630116_ZZYPOTAT_v1_1	EPI1016118 | 3025630116_ZZYPOTAT_v1_2	EPI1016116 | 3025630116_ZZYPOTAT_v1_3	EPI1016120 | 3025630116_ZZYPOTAT_v1_4	North America / United States / Utah	2017-05-07	53	Y
EPI_ISL_268246	EPI1016086 | 3025630093_ZZYPOT6B_v1_1	EPI1016087 | 3025630093_ZZYPOT6B_v1_2	EPI1016085 | 3025630093_ZZYPOT6B_v1_3	EPI1016089 | 3025630093_ZZYPOT6B_v1_4	North America / United States / Washington	2017-04-04	35	Y
EPI_ISL_268241	EPI1016046 | 3025630060_ZZYPOSXN_v1_1	EPI1016047 | 3025630060_ZZYPOSXN_v1_2	EPI1016045 | 3025630060_ZZYPOSXN_v1_3	EPI1016049 | 3025630060_ZZYPOSXN_v1_4	North America / United States / Hawaii	2017-04-06	90	Y
EPI_ISL_268232	EPI1015974 | 3025630017_ZZYPOSQH_v1_1	EPI1015975 | 3025630017_ZZYPOSQH_v1_2	EPI1015973 | 3025630017_ZZYPOSQH_v1_3	EPI1015977 | 3025630017_ZZYPOSQH_v1_4	North America / United States / Utah	2017-04-24	81	Y
EPI_ISL_268231	EPI1015966 | 3025630017_ZZYPOSLS_v1_1	EPI1015967 | 3025630017_ZZYPOSLS_v1_2	EPI1015965 | 3025630017_ZZYPOSLS_v1_3	EPI1015969 | 3025630017_ZZYPOSLS_v1_4	North America / United States / Utah	2017-04-24	81	Y
EPI_ISL_268230	EPI1015958 | 3025629988_ZZYPOSIL_v1_1	EPI1015959 | 3025629988_ZZYPOSIL_v1_2	EPI1015957 | 3025629988_ZZYPOSIL_v1_3	EPI1015961 | 3025629988_ZZYPOSIL_v1_4	North America / United States / Alaska	2017-04-22	32	Y
EPI_ISL_268064				EPI1015887 | MS-a-iceland-64-2017h3M	Europe / Iceland	2017-03-08		Y
EPI_ISL_267942	EPI1015633 | A/Alabama/20/2017	EPI1015634 | A/Alabama/20/2017	EPI1015635 | A/Alabama/20/2017	EPI1015636 | A/Alabama/20/2017	North America / United States / Alabama	2017-05-04	4	
EPI_ISL_267940	EPI1015617 | A/Alabama/18/2017	EPI1015618 | A/Alabama/18/2017	EPI1015619 | A/Alabama/18/2017	EPI1015620 | A/Alabama/18/2017	North America / United States / Alabama	2017-05-04	9	
EPI_ISL_267939	EPI1015609 | A/Texas/107/2017	EPI1015610 | A/Texas/107/2017	EPI1015611 | A/Texas/107/2017	EPI1015612 | A/Texas/107/2017	North America / United States / Texas	2017-04-26	23	
EPI_ISL_267937	EPI1015593 | A/New York/27/2017	EPI1015594 | A/New York/27/2017	EPI1015595 | A/New York/27/2017	EPI1015596 | A/New York/27/2017	North America / United States / New York	2017-04-09	87	
EPI_ISL_267936	EPI1015585 | A/New York/28/2017	EPI1015586 | A/New York/28/2017	EPI1015587 | A/New York/28/2017	EPI1015588 | A/New York/28/2017	North America / United States / New York	2017-04-19	91	
EPI_ISL_267935	EPI1015577 | A/Michigan/58/2017	EPI1015578 | A/Michigan/58/2017	EPI1015579 | A/Michigan/58/2017	EPI1015580 | A/Michigan/58/2017	North America / United States / Michigan	2017-05-01	7	
EPI_ISL_267930	EPI1015537 | A/Mississippi/15/2017	EPI1015538 | A/Mississippi/15/2017	EPI1015539 | A/Mississippi/15/2017	EPI1015540 | A/Mississippi/15/2017	North America / United States / Mississippi	2017-04-17	59	
EPI_ISL_267929	EPI1015529 | A/Maryland/35/2017	EPI1015530 | A/Maryland/35/2017	EPI1015531 | A/Maryland/35/2017	EPI1015532 | A/Maryland/35/2017	North America / United States / Maryland	2017-04-26	59	
EPI_ISL_267927	EPI1015513 | A/Indiana/24/2017	EPI1015514 | A/Indiana/24/2017	EPI1015515 | A/Indiana/24/2017	EPI1015516 | A/Indiana/24/2017	North America / United States / Indiana	2017-04-15	25	
EPI_ISL_267924	EPI1015489 | A/Wisconsin/48/2017	EPI1015490 | A/Wisconsin/48/2017	EPI1015491 | A/Wisconsin/48/2017	EPI1015492 | A/Wisconsin/48/2017	North America / United States / Wisconsin	2017-04-18	87	
EPI_ISL_267919	EPI1015449 | A/Connecticut/21/2017	EPI1015450 | A/Connecticut/21/2017	EPI1015451 | A/Connecticut/21/2017	EPI1015452 | A/Connecticut/21/2017	North America / United States / Connecticut	2017-04-17	90	
EPI_ISL_267916	EPI1015425 | A/Florida/35/2017	EPI1015426 | A/Florida/35/2017	EPI1015427 | A/Florida/35/2017	EPI1015428 | A/Florida/35/2017	North America / United States / Florida	2017-04-19	53	
EPI_ISL_267914	EPI1015409 | A/Oklahoma/24/2017	EPI1015410 | A/Oklahoma/24/2017	EPI1015411 | A/Oklahoma/24/2017	EPI1015412 | A/Oklahoma/24/2017	North America / United States / Oklahoma	2017-03-30	5	
EPI_ISL_267910	EPI1015377 | A/Arizona/25/2017	EPI1015378 | A/Arizona/25/2017	EPI1015379 | A/Arizona/25/2017	EPI1015380 | A/Arizona/25/2017	North America / United States / Arizona	2017-04-16	19	
EPI_ISL_267909	EPI1015369 | A/Massachusetts/13/2017	EPI1015370 | A/Massachusetts/13/2017	EPI1015371 | A/Massachusetts/13/2017	EPI1015372 | A/Massachusetts/13/2017	North America / United States / Massachusetts	2017-04-17	20	
EPI_ISL_267908	EPI1015361 | A/Massachusetts/12/2017	EPI1015362 | A/Massachusetts/12/2017	EPI1015363 | A/Massachusetts/12/2017	EPI1015364 | A/Massachusetts/12/2017	North America / United States / Massachusetts	2017-04-07	17	
EPI_ISL_267906	EPI1015345 | A/Maryland/33/2017	EPI1015346 | A/Maryland/33/2017	EPI1015347 | A/Maryland/33/2017	EPI1015348 | A/Maryland/33/2017	North America / United States / Maryland	2017-04-15	76	
EPI_ISL_267901	EPI1015303 | A/Louisiana/26/2017	EPI1015304 | A/Louisiana/26/2017	EPI1015305 | A/Louisiana/26/2017	EPI1015306 | A/Louisiana/26/2017	North America / United States / Louisiana	2017-04-11	71	
EPI_ISL_267893	EPI1015239 | A/Maryland/29/2017	EPI1015240 | A/Maryland/29/2017	EPI1015241 | A/Maryland/29/2017	EPI1015242 | A/Maryland/29/2017	North America / United States / Maryland	2017-03-09	4	
EPI_ISL_267890	EPI1015215 | A/Alaska/11/2017	EPI1015216 | A/Alaska/11/2017	EPI1015217 | A/Alaska/11/2017	EPI1015218 | A/Alaska/11/2017	North America / United States / Alaska	2017-03-21	1	
EPI_ISL_267883	EPI1015159 | A/Tennessee/30/2017	EPI1015160 | A/Tennessee/30/2017	EPI1015161 | A/Tennessee/30/2017	EPI1015162 | A/Tennessee/30/2017	North America / United States / Tennessee	2017-03-28	36	
EPI_ISL_267882	EPI1015151 | A/Oregon/11/2017	EPI1015152 | A/Oregon/11/2017	EPI1015153 | A/Oregon/11/2017	EPI1015154 | A/Oregon/11/2017	North America / United States / Oregon	2017-03-10	4	
EPI_ISL_267879	EPI1015127 | A/Pennsylvania/27/2017	EPI1015128 | A/Pennsylvania/27/2017	EPI1015129 | A/Pennsylvania/27/2017	EPI1015130 | A/Pennsylvania/27/2017	North America / United States / Pennsylvania	2017-03-06	20	
EPI_ISL_267875	EPI1015095 | A/South Carolina/13/2017	EPI1015096 | A/South Carolina/13/2017	EPI1015097 | A/South Carolina/13/2017	EPI1015098 | A/South Carolina/13/2017	North America / United States / South Carolina	2017-04-12	80	
EPI_ISL_267872	EPI1015071 | A/South Carolina/12/2017	EPI1015072 | A/South Carolina/12/2017	EPI1015073 | A/South Carolina/12/2017	EPI1015074 | A/South Carolina/12/2017	North America / United States / South Carolina	2017-04-10	87	
EPI_ISL_267780				EPI1013444 | A/OSAKA/168/2017_MDCK-SIAT12+SIAT1_HA	Asia / Japan	2017-04-08	24	Y
EPI_ISL_267779				EPI1013442 | A/OSAKA/163/2017_MDCK-SIAT12+SIAT1_HA	Asia / Japan	2017-04-03	1	Y
EPI_ISL_267778				EPI1013440 | A/AICHI/315/2017_MDCK1+SIAT1_HA	Asia / Japan	2017-04-16	19	Y
EPI_ISL_267741				EPI1013143 | MS-a-latvia-04-003626-2017h3A	Europe / Latvia	2017-04-03	87	Y
EPI_ISL_267688				EPI1013041 | HA_17NSA133_T4426-17_O_	Europe / Germany	2017-03-13	2	Y
EPI_ISL_267674				EPI1013027 | HA_17BWB142_T4232-17_O_	Europe / Germany	2017-03-07	5	Y
EPI_ISL_267067				EPI1010361 | A/YOKOHAMA/131/2017_AX-42+SIAT1_HA	Asia / Japan	2017-04-15	4	Y
EPI_ISL_267059				EPI1010345 | A/AKITA/9/2017_MDCK1+SIAT1_HA	Asia / Japan	2017-03-10	5	Y
EPI_ISL_267058				EPI1010343 | A/HYOGO/3232/2017_MDCK2+SIAT1_HA	Asia / Japan	2017-03-23	17	Y
EPI_ISL_267046				EPI1010323 | A/Ontario/RV2092/2017 HA	North America / Canada / ON	2017-04-07	85	Y
EPI_ISL_267042				EPI1010319 | A/Ontario/RV2088/2017 HA	North America / Canada / ON	2017-04-11	89	Y
EPI_ISL_267039				EPI1010316 | A/Ontario/RV2085/2017 HA	North America / Canada / ON	2017-03-21	82	Y
EPI_ISL_267038				EPI1010315 | A/Ontario/RV2084/2017 HA	North America / Canada / ON	2017-03-30	96	Y
EPI_ISL_267032				EPI1010308 | A/Ontario/RV2071/2017 HA	North America / Canada / ON	2017-05-12	1	Y
EPI_ISL_267025				EPI1010297 | A/New Brunswick/RV2058/2017 HA	North America / Canada / NB	2017-04-21	71	Y
EPI_ISL_267022				EPI1010293 | A/New Brunswick/RV2055/2017 HA	North America / Canada / NB	2017-03-29	76	Y
EPI_ISL_267017				EPI1010286 | A/New Brunswick/RV2050/2017 HA	North America / Canada / NB	2017-03-26	84	Y
EPI_ISL_267016				EPI1010285 | A/New Brunswick/RV2049/2017 HA	North America / Canada / NB	2017-03-24	74	Y
EPI_ISL_267011				EPI1010276 | A/New Brunswick/RV2043/2017 HA	North America / Canada / NB	2017-03-12	82	Y
EPI_ISL_267010				EPI1010275 | A/Ontario/RV2038/2017 HA	North America / Canada / ON	2017-03-24	80	Y
EPI_ISL_267005				EPI1010266 | A/Distrito Federal/524550/2017	South America / Brazil / Distrito Federal / Brasilia	2017-04-17	68	Y
EPI_ISL_267004				"EPI1010264 | A/Mato Grosso do Sul/523805/2017, EPI1010265 | A/Mato Grosso do Sul/523805/2017"	South America / Brazil / Estado de Mato Grosso do Sul / Campo Grande	2017-05-02	3	Y
EPI_ISL_267003				"EPI1010263 | A/Sao Paulo/486371/2017, EPI1010262 | A/Sao Paulo/486371/2017"	South America / Brazil / Estado de Sao Paulo / Bauru	2017-04-03	20	Y
EPI_ISL_267002				EPI1010261 | A/Rondonia/492910/2017	South America / Brazil / Estado de Rondonia / Presidente Medici	2017-04-04	61	Y
EPI_ISL_266960				EPI1010181 | HA_17HES48_T4824-17_O	Europe / Germany	2017-04-04	62	Y
EPI_ISL_266831				"EPI1009555 | A/Goias/359849/2017, EPI1009554 | A/Goias/359849/2017"	South America / Brazil / Estado de Goias	2017-04-16	39	Y
EPI_ISL_266829				EPI1009552 | A/Sao Paulo/496292/2017	South America / Brazil / Estado de Sao Paulo / Campinas	2017-04-14	83	Y
EPI_ISL_266828				EPI1009551 | A/Piaui/494713/2017	South America / Brazil / Estado do Piaui / Teresina	2017-04-03	76	Y
EPI_ISL_266712	EPI1008662 | 3000684937_000J37NQ_v1_1	EPI1008663 | 3000684937_000J37NQ_v1_2	EPI1008661 | 3000684937_000J37NQ_v1_3	EPI1008665 | 3000684937_000J37NQ_v1_4	North America / United States / Wisconsin	2017-04-13		Y
EPI_ISL_266711	EPI1008654 | 3000684936_N8K8YD3M_v1_1	EPI1008655 | 3000684936_N8K8YD3M_v1_2	EPI1008653 | 3000684936_N8K8YD3M_v1_3	EPI1008657 | 3000684936_N8K8YD3M_v1_4	North America / United States / Wisconsin	2017-04-13		Y
EPI_ISL_266706	EPI1008614 | 3000482914_N8K8HJ4X_v1_1	EPI1008615 | 3000482914_N8K8HJ4X_v1_2	EPI1008613 | 3000482914_N8K8HJ4X_v1_3	EPI1008617 | 3000482914_N8K8HJ4X_v1_4	North America / United States / Texas	2017-03-06	10	Y
EPI_ISL_266705	EPI1008606 | 3000482853_N8K8HIWG_v1_1	EPI1008607 | 3000482853_N8K8HIWG_v1_2	EPI1008605 | 3000482853_N8K8HIWG_v1_3	EPI1008609 | 3000482853_N8K8HIWG_v1_4	North America / United States / Texas	2017-03-06	63	Y
EPI_ISL_266677	EPI1008387 | 3000482731_000J37JJ_v1_1	EPI1008388 | 3000482731_000J37JJ_v1_2	EPI1008386 | 3000482731_000J37JJ_v1_3	EPI1008390 | 3000482731_000J37JJ_v1_4	North America / United States / Tennessee	2017-03-09		Y
EPI_ISL_266675	EPI1008371 | 3000483018_N8K8HJJD_v1_1	EPI1008372 | 3000483018_N8K8HJJD_v1_2	EPI1008370 | 3000483018_N8K8HJJD_v1_3	EPI1008374 | 3000483018_N8K8HJJD_v1_4	North America / United States / Michigan	2017-04-11	7	Y
EPI_ISL_266673	EPI1008355 | 3000684957_N8K8YD6J_v1_1	EPI1008356 | 3000684957_N8K8YD6J_v1_2	EPI1008354 | 3000684957_N8K8YD6J_v1_3	EPI1008358 | 3000684957_N8K8YD6J_v1_4	North America / United States / Michigan	2017-04-03	6	Y
EPI_ISL_266671	EPI1008339 | 3000684955_000J37J9_v1_1	EPI1008340 | 3000684955_000J37J9_v1_2	EPI1008338 | 3000684955_000J37J9_v1_3	EPI1008342 | 3000684955_000J37J9_v1_4	North America / United States / Michigan	2017-03-27	7	Y
EPI_ISL_266353				EPI1006443 | A/Quebec/RV1621/2017 HA	North America / Canada / QC	2017-03-14	49	Y
EPI_ISL_266351				EPI1006441 | A/Quebec/RV1619/2017 HA	North America / Canada / QC	2017-03-16	76	Y
EPI_ISL_266350				EPI1006440 | A/Quebec/RV1618/2017 HA	North America / Canada / QC	2017-03-16	26	Y
EPI_ISL_266346				EPI1006436 | A/Quebec/RV1524/2017 HA	North America / Canada / QC	2017-03-25	14	Y
EPI_ISL_266345				EPI1006435 | A/Quebec/RV1523/2017 HA	North America / Canada / QC	2017-03-30	1	Y
EPI_ISL_266343				EPI1006433 | A/Quebec/RV1521/2017 HA	North America / Canada / QC	2017-03-22	2	Y
EPI_ISL_266342				EPI1006432 | A/Quebec/RV1520/2017 HA	North America / Canada / QC	2017-03-22	2	Y
EPI_ISL_266337				EPI1006427 | A/Quebec/RV1471/2017 HA	North America / Canada / QC	2017-03-06	44	Y
EPI_ISL_266334				EPI1006424 | A/Quebec/RV1468/2017 HA	North America / Canada / QC	2017-03-02	31	Y
EPI_ISL_266332				EPI1006422 | A/Quebec/RV1465/2017 HA	North America / Canada / QC	2017-03-07	1	Y
EPI_ISL_266328				EPI1006418 | A/Quebec/RV1459/2017 HA	North America / Canada / QC	2017-03-02	54	Y
EPI_ISL_266314				EPI1006404 | A/Ontario/RV1993/2017 HA	North America / Canada / ON	2017-04-23	81	Y
EPI_ISL_266311				EPI1006401 | A/Ontario/RV1932/2017 HA	North America / Canada / ON	2017-04-10	64	Y
EPI_ISL_266309				EPI1006399 | A/Manitoba/RV1936/2017 HA	North America / Canada / MB	2017-04-25	18	Y
EPI_ISL_266308				EPI1006398 | A/Manitoba/RV1935/2017 HA	North America / Canada / MB	2017-04-27	10	Y
EPI_ISL_266307				EPI1006397 | A/Manitoba/RV1934/2017 HA	North America / Canada / MB	2017-04-30	48	Y
EPI_ISL_266298	EPI1006378 | 3025630165_ZZYPOTJP_v1_1	EPI1006379 | 3025630165_ZZYPOTJP_v1_2	EPI1006377 | 3025630165_ZZYPOTJP_v1_3	EPI1006381 | 3025630165_ZZYPOTJP_v1_4	North America / United States / Maryland	2017-04-29	65	Y
EPI_ISL_266296	EPI1006363 | 3025630159_ZZYPOTJD_v1_1		EPI1006362 | 3025630159_ZZYPOTJD_v1_3	EPI1006365 | 3025630159_ZZYPOTJD_v1_4	North America / United States / West Virginia	2017-04-08		Y
EPI_ISL_266291	EPI1006323 | 3025630139_ZZYPOTC3_v1_1	EPI1006324 | 3025630139_ZZYPOTC3_v1_2	EPI1006322 | 3025630139_ZZYPOTC3_v1_3	EPI1006326 | 3025630139_ZZYPOTC3_v1_4	North America / United States / Florida	2017-04-27	17	Y
EPI_ISL_266290	EPI1006315 | 3025630138_ZZYPOTC1_v1_1	EPI1006316 | 3025630138_ZZYPOTC1_v1_2	EPI1006314 | 3025630138_ZZYPOTC1_v1_3	EPI1006318 | 3025630138_ZZYPOTC1_v1_4	North America / United States / Florida	2017-04-30	51	Y
EPI_ISL_266286	EPI1006283 | 3025630126_ZZYPOTB8_v1_1	EPI1006284 | 3025630126_ZZYPOTB8_v1_2	EPI1006282 | 3025630126_ZZYPOTB8_v1_3	EPI1006286 | 3025630126_ZZYPOTB8_v1_4	North America / United States / Louisiana	2017-04-26	33	Y
EPI_ISL_266281	EPI1006243 | 3025630100_ZZYPOT6M_v1_1	EPI1006244 | 3025630100_ZZYPOT6M_v1_2	EPI1006242 | 3025630100_ZZYPOT6M_v1_3	EPI1006246 | 3025630100_ZZYPOT6M_v1_4	North America / United States / Alabama	2017-05-04	1	Y
EPI_ISL_266279	EPI1006227 | 3025630098_ZZYPOT6K_v1_1	EPI1006228 | 3025630098_ZZYPOT6K_v1_2	EPI1006226 | 3025630098_ZZYPOT6K_v1_3	EPI1006230 | 3025630098_ZZYPOT6K_v1_4	North America / United States / Alabama	2017-05-09	104	Y
EPI_ISL_266253				EPI1006147 | A/Concepcion/32432/2017 	South America / Chile / Region del Biobio	2017-04-04		Y
EPI_ISL_266251				EPI1006143 | A/Temuco/31134/2017	South America / Chile / Region de la Araucania	2017-04-04		Y
EPI_ISL_266189				EPI1005946 | A/Quebec/RV1312/2017 HA	North America / Canada / QC	2017-03-09	4	Y
EPI_ISL_266186				EPI1005943 | A/Quebec/RV1274/2017 HA	North America / Canada / QC	2017-03-05	4	Y
EPI_ISL_266182				EPI1005939 | A/Quebec/RV1205/2017 HA	North America / Canada / QC	2017-03-04	4	Y
EPI_ISL_265951				EPI1005675 | A/Saskatchewan/RV1507/2017 HA	North America / Canada / SK	2017-03-16	5	Y
EPI_ISL_265950				EPI1005674 | A/Saskatchewan/RV1506/2017 HA	North America / Canada / SK	2017-03-22	33	Y
EPI_ISL_265942				EPI1005665 | A/Saskatchewan/RV1323/2017 HA	North America / Canada / SK	2017-03-09	86	Y
EPI_ISL_265916				EPI1005637 | A/Saskatchewan/RV1174/2017 HA	North America / Canada / SK	2017-03-10	1	Y
EPI_ISL_265915				EPI1005636 | A/Saskatchewan/RV1173/2017 HA	North America / Canada / SK	2017-03-10	56	Y
EPI_ISL_265790				EPI1005487 | A/Prince Edward Island/RV1608/2017 HA	North America / Canada / PE	2017-03-15	91	Y
EPI_ISL_265777				EPI1005468 | A/Ontario/RV1824/2017 HA	North America / Canada / ON	2017-03-16	96	Y
EPI_ISL_265772				EPI1005463 | A/Ontario/RV1792/2017 HA	North America / Canada / ON	2017-03-28	95	Y
EPI_ISL_265768				EPI1005459 | A/Ontario/RV1776/2017 HA	North America / Canada / ON	2017-03-21	82	Y
EPI_ISL_265764				EPI1005455 | A/Ontario/RV1760/2017 HA	North America / Canada / ON	2017-03-10	12	Y
EPI_ISL_265763				EPI1005454 | A/Ontario/RV1758/2017 HA	North America / Canada / ON	2017-03-07	60	Y
EPI_ISL_265757				EPI1005448 | A/Ontario/RV1691/2017 HA	North America / Canada / ON	2017-03-13	5	Y
EPI_ISL_265749				EPI1005439 | A/Ontario/RV1650/2017 HA	North America / Canada / ON	2017-03-21	1	Y
EPI_ISL_265743				EPI1005432 | A/Ontario/RV1641/2017 HA	North America / Canada / ON	2017-03-30	86	Y
EPI_ISL_265742				EPI1005431 | A/Ontario/RV1640/2017 HA	North America / Canada / ON	2017-03-30	6	Y
EPI_ISL_265713				EPI1005401 | A/Ontario/RV1375/2017 HA	North America / Canada / ON	2017-03-03	92	Y
EPI_ISL_265712				EPI1005400 | A/Ontario/RV1374/2017 HA	North America / Canada / ON	2017-03-02	78	Y
EPI_ISL_265711				EPI1005399 | A/Ontario/RV1373/2017 HA	North America / Canada / ON	2017-03-03	77	Y
EPI_ISL_265663				EPI1005350 | A/Ontario/RV1156/2017 HA	North America / Canada / ON	2017-03-09		Y
EPI_ISL_265656				EPI1005343 | A/Ontario/RV1146/2017 HA	North America / Canada / ON	2017-03-09	98	Y
EPI_ISL_265645				EPI1005332 | A/Ontario/RV1122/2017 HA	North America / Canada / ON	2017-03-09	55	Y
EPI_ISL_265015				EPI1004611 | A/Nova Scotia/RV1605/2017 HA	North America / Canada / NS	2017-03-16	89	Y
